-17.4489,-16.6597,-35.1737,-11.9436,-45.3719,-23.7651,-17.7801,-12.2075,-32.5565,-16.093,-37.9452,-44955.8,-36.2487,-9.50973,-27.3308,-26.1821,-17.1221,-14.397,-10.0411,-19.1511,-20.2206,-14.0616,-23.864,-21.8301
-31.3707,-39.4491,-18.5524,-4.68261,-19.3161,-55.5888,-13.2829,-13.9344,-14.332,-31.2445,-17.6691,-36.2487,-44955.8,-14.5088,-104.369,-29.108,-22.9793,-24.2444,-13.4187,-19.3625,-9.30234,-24.1627,-16.4709,-21.1235
-9.53672,-11.268,-6.01431,-3.92787,-6.45709,-11.4273,-12.2911,-24.1083,-6.68683,-23.3552,-5.03921,-9.50973,-14.5088,-44955.8,-11.8233,-4.62245,-33.5779,-88.5109,-23.0121,-21.4855,-9.35322,-68.9232,-1.99002,-4.02505
-38.6793,-51.9919,-17.4848,-4.9311,-17.4736,-65.3562,-11.1036,-11.5923,-13.3613,-37.6194,-16.5052,-27.3308,-104.369,-11.8233,-44955.8,-29.555,-19.8132,-26.0045,-11.292,-16.2391,-7.56665,-26.2461,-17.9435,-22.9096
-134.745,-96.9666,-30.4911,-9.15104,-23.5245,-78.1869,-10.7477,-7.11964,-20.0922,-11.4943,-23.6323,-26.1821,-29.108,-4.62245,-29.555,-44955.8,-9.11977,-11.3161,-3.42754,-9.71736,-9.2815,-11.3053,-279.491,-107.452
-13.5341,-15.183,-9.94393,-6.15883,-11.3898,-16.5846,-20.2899,-37.8539,-10.107,-25.2842,-10.0213,-17.1221,-22.9793,-33.5779,-19.8132,-9.11977,-44955.8,-24.9464,-30.5045,-41.8525,-11.6455,-22.7064,-5.04329,-7.94427
-21.5201,-24.7525,-10.2748,-2.41463,-10.9306,-23.1618,-7.79435,-11.3864,-8.63557,-58.8682,-10.4791,-14.397,-24.2444,-88.5109,-26.0045,-11.3161,-24.9464,-44955.8,-12.6294,-15.1672,-3.97018,-44955.8,-6.5784,-10.4434
-9.68556,-10.529,-5.88973,0,-6.62687,-10.9438,-89.0175,-66.7598,-6.05789,-14.1353,-5.51335,-10.0411,-13.4187,-23.0121,-11.292,-3.42754,-30.5045,-12.6294,-44955.8,-50.3487,-9.65978,-11.4012,0,-2.22774
-11.7033,-12.3692,-10.7955,-15.0218,-12.777,-14.2155,-68.1304,-48.1802,-11.7222,-16.8631,-10.976,-19.1511,-19.3625,-21.4855,-16.2391,-9.71736,-41.8525,-15.1672,-50.3487,-44955.8,-15.832,-13.9779,-5.68402,-8.45988
-4.41192,-3.40789,-14.3467,-25.4509,-60.2392,-6.28066,-23.6539,-13.2417,-54.6279,-6.63005,-80.4579,-20.2206,-9.30234,-9.35322,-7.56665,-9.2815,-11.6455,-3.97018,-9.65978,-15.832,-44955.8,-1.79327,-7.90158,-7.89039
-22.0922,-25.3482,-10.1118,-1.80209,-10.7288,-23.5444,-6.95326,-9.96135,-8.29462,-60.3921,-10.3444,-14.0616,-24.1627,-68.9232,-26.2461,-11.3053,-22.7064,-44955.8,-11.4012,-13.9779,-1.79327,-44955.8,-6.2704,-10.4891
0,0,-32.8766,-9.29287,-24.0607,-24.3072,-9.69945,-4.49618,-21.3029,-5.33209,-24.6433,-23.864,-16.4709,-1.99002,-17.9435,-279.491,-5.04329,-6.5784,0,-5.68402,-7.90158,-6.2704,-44955.8,-166.551
-105.415,-13.7381,-27.0267,-8.55061,-21.0644,-37.047,-9.78568,-6.37089,-18.1419,-10.0927,-21.5113,-21.8301,-21.1235,-4.02505,-22.9096,-107.452,-7.94427,-10.4434,-2.22774,-8.45988,-7.89039,-10.4891,-166.551,-44955.8
